"","Pathway","Pathway.STID","Reaction","Reaction.STID","UniProtID","Oryza.sativa","Actinidia.chinensis","Aegilops.tauschii","Amborella.trichopoda","Arabidopsis.halleri","Arabidopsis.lyrata","Arabidopsis.thaliana","Arachis.duranensis","Arachis.ipaensis","Beta.vulgaris","Brachypodium.distachyon","Brassica.napus","Brassica.oleracea","Brassica.rapa","Cajanus.cajan","Capsicum.annuum","Chlamydomonas.reinhardtii","Chondrus.crispus","Cicer.arietinum","Citrus.sinensis","Coffea.canephora","Corchorus.capsularis","Cucumis.sativus","Cyanidioschyzon.merolae","Danio.rerio","Daucus.carota","Dioscorea.rotundata","Erythranthe.guttata","Eucalyptus.grandis","Fragaria.vesca","Galdieria.sulphuraria","Glycine.max","Gossypium.raimondii","Helianthus.annuus","Hordeum.vulgare","Jatropha.curcas","Leersia.perrieri","Lupinus.angustifolius","Malus.domestica","Manihot.esculenta","Medicago.truncatula","Musa.acuminata","Nicotiana.attenuata","Oryza.australiensis","Oryza.barthii","Oryza.brachyantha","Oryza.glaberrima","Oryza.glumaepatula","Oryza.longistaminata","Oryza.meridionalis","Oryza.meyeriana.var..granulata","Oryza.minuta","Oryza.nivara","Oryza.officinalis","Oryza.punctata","Oryza.rufipogon","Oryza.sativa.1","Oryza.sativa.aus.subgroup","Oryza.sativa.Indica.Group","Ostreococcus.lucimarinus","Panicum.hallii.FIL2","Panicum.hallii.var..hallii.HAL2","Phaseolus.vulgaris","Phoenix.dactylifera","Physcomitrella.patens","Picea.abies","Pinus.taeda","Populus.trichocarpa","Prunus.persica","Selaginella.moellendorffii","Setaria.italica","Solanum.lycopersicum","Solanum.tuberosum","Sorghum.bicolor","Synechocystis.sp..PCC.6803","Theobroma.cacao","Trifolium.pratense","Triticum.aestivum","Triticum.dicoccoides","Triticum.turgidum","Triticum.urartu","Vigna.angularis","Vigna.radiata","Vitis.vinifera","Zea.mays"
"422","Isoleucine biosynthesis from threonine","R-OSA-1119460","branched-chain amino acid aminotransferase","R-OSA-1120563","A2XBJ1, A2ZA03, A3AD92, A3C731, B8AFD4, B8ASX0, B8AWI0, B9FBX6, Q01H95, Q0E243, Q10L47, Q6AT43, Q6K7U8, Q7XPR5, Q8H7T7, Q94LV4",6,3,3,0,2,2,1,1,1,1,3,4,2,2,1,1,2,0,1,2,0,1,1,1,0,2,1,1,1,0,1,2,2,1,4,1,3,1,0,3,1,2,1,0,3,3,3,3,3,3,0,0,3,0,3,3,0,0,4,1,3,3,1,0,2,0,0,1,2,2,4,2,2,3,2,2,2,9,6,1,3,1,1,1,3
"423","Isoleucine biosynthesis from threonine","R-OSA-1119460","threonine ammonia-lyase","R-OSA-1120688","A6N050, Q10DZ5, Q8W314, Q9AUQ1",1,1,2,1,1,1,1,1,1,1,2,6,3,3,1,3,1,0,4,1,0,1,1,2,0,2,0,2,1,2,1,2,2,4,1,1,1,2,2,2,1,3,3,2,1,1,1,1,1,1,2,2,1,1,1,1,0,0,1,1,1,1,1,2,1,4,3,1,1,2,1,3,4,1,1,1,2,6,5,5,2,1,1,1,2
"424","Jasmonic acid biosynthesis","R-OSA-1119332","12-oxophytodienoate reductase","R-OSA-1120101","A2YVX7, Q6Z965",1,2,1,1,1,1,1,1,1,4,1,2,1,1,2,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,4,2,2,1,1,1,5,6,1,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1,1,0,0,1,0,1,1,2,1,2,5,1,3,1,0,1,1,1,1,0,1,1,4,3,0,1,2,0,1,2
"425","Jasmonic acid biosynthesis","R-OSA-1119332","O2+linolenate->13-HPOT","R-OSA-1119658","A2CIS0, A2YWV7, A2YWW3, A2ZLL4, A2ZLM2, A3BUP8, A3CIF0, A7UMR2, B1PYP0, B3VA22, B7EL67, B8BMH5, B8BMH9, C0L6J5, C0L6J6, C0L6J7, C0L6J8, C0L6K5, C0L6K6, C0L6L0, C0L6L1, C0L6L2, C0L6L5, C0L6L6, C0L8H3, C0L8H4, P38419, Q0IMN1, Q0J4K1, Q0J4K2, Q10QX5, Q2QNM6, Q2QNM9, Q2QNN5, Q6H7Q6, Q7XV13, Q84YK8, Q8H016, Q9FSE5",8,5,8,3,3,3,3,3,3,6,5,13,7,9,7,4,0,0,6,25,2,2,1,0,0,7,3,7,8,9,0,12,3,15,7,4,5,7,21,8,5,5,2,15,5,4,5,5,4,5,34,10,6,11,5,6,0,0,6,0,4,4,5,5,1,12,25,8,5,16,5,3,3,4,0,6,4,21,12,7,5,4,5,8,6
"426","Jasmonic acid biosynthesis","R-OSA-1119332","a phosphatidylcholine+H2O->a 1-acyl-2-lyso-glycerophosphocholine+linolenate","R-OSA-1120738","A2XBC3, A2XL71, A2ZF67, Q10E50, Q2R2W3, Q6K970, Q94GR5, Q9XG80",3,1,4,1,1,1,1,2,2,1,3,2,1,1,2,0,1,0,2,4,2,0,1,0,0,2,0,2,5,1,0,3,1,2,3,0,2,2,4,1,2,3,0,2,2,3,2,3,1,3,6,5,2,2,3,3,0,1,3,0,3,3,1,3,0,8,7,2,1,0,3,1,1,3,0,1,1,10,7,6,4,1,1,1,4
"427","Jasmonic acid biosynthesis","R-OSA-1119332","Allene-oxide cyclase","R-OSA-1119827","A2XID3, A3AJG2, Q75KD7, Q8L6H4",1,2,1,1,3,4,4,3,3,1,1,11,5,4,3,1,0,0,2,2,2,2,2,0,0,3,0,1,1,2,0,6,4,3,1,1,1,6,8,3,5,1,0,0,2,1,2,1,1,2,2,2,1,1,1,2,0,2,2,0,1,1,3,1,2,2,0,3,3,2,1,1,1,1,0,3,2,3,2,0,1,1,1,2,2
"428","Jasmonic acid biosynthesis","R-OSA-1119332","13-HPOT->H2O+12,13(S)-epoxylinolenate","R-OSA-1119948","A2XMB9, Q10EK5, Q6Z6K9, Q6Z6L1, Q6Z8Z7, Q7XYS3, Q7Y0C8",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"429","Jasmonic acid signaling","R-OSA-6787011","JAZ/MYC/NINJA/TPL binds HDA19","R-OSA-6787058","Q0DNU1, Q0J7U6, Q0J9H0, Q0JP90, Q10F25, Q10JI3, Q10Q49, Q336P5, Q5N8F6, Q5NBT9, Q69IU0, Q69NY7, Q6AT41, Q6ES51, Q6YV04, Q6YVY6, Q6Z433, Q6ZB59, Q6ZJU3, Q7XEZ1, Q7XEZ6, Q7XV97, Q7Y0Y6, Q7Y0Y8, Q84R94, Q8GRS2, Q8GSI0, Q8H395, Q94LG1",30,19,22,7,15,12,13,19,0,5,25,52,25,24,22,20,0,0,30,67,16,7,7,0,0,12,11,0,0,14,0,21,16,14,20,0,22,19,42,13,12,23,11,51,24,18,26,27,18,20,53,43,28,28,26,26,0,0,30,0,26,26,12,25,4,0,0,15,8,8,25,10,9,25,0,11,10,65,38,63,12,11,11,9,40
"430","Jasmonic acid signaling","R-OSA-6787011","JAZ/MYC/NINJA binds TPL","R-OSA-6787143","Q0DNU1, Q0J7U6, Q0J9H0, Q0JP90, Q10F25, Q10JI3, Q10Q49, Q336P5, Q5N8F6, Q5NBT9, Q69IU0, Q69NY7, Q69P94, Q6AT41, Q6ES51, Q6YVY6, Q6Z433, Q6ZJU3, Q7XEZ1, Q7XEZ6, Q7XV97, Q84R94, Q8GRS2, Q8GSI0, Q8H395, Q94LG1",26,16,19,5,10,9,10,17,17,3,22,41,20,18,21,19,0,0,28,60,15,5,4,0,0,7,8,10,15,13,0,14,13,12,17,11,19,13,37,11,9,20,8,47,20,15,25,24,16,17,51,42,25,27,23,22,0,4,26,0,23,23,8,24,0,44,0,11,6,0,22,7,6,22,0,9,7,56,32,59,9,7,7,6,36
"431","Jasmonic acid signaling","R-OSA-6787011","JAV1 binds WRKY","R-OSA-6787057","C7IWY8, C7J732, Q0DS41, Q0JBA9, Q0JP37, Q10M76, Q2R432, Q2RBB8, Q5JLU2, Q5W6D6, Q655W4, Q69Y38, Q6AVF5, Q6H4F7, Q6H515, Q6IEQ7, Q6QHD1, Q6ZA22, Q6ZAK7, Q7XNY3, Q8LIG8",21,0,15,0,0,0,0,0,0,0,17,0,0,0,5,8,0,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,17,0,2,0,0,0,0,4,18,10,17,20,7,16,0,0,20,0,22,20,0,0,21,0,17,17,0,0,0,0,0,0,0,0,13,0,0,17,0,0,0,53,24,0,6,0,0,0,23
"432","Jasmonic acid signaling","R-OSA-6787011","Jasmonate conjugation","R-OSA-6786941","Q53P49, Q5NAZ7, Q60EY1, Q6I581",4,3,2,1,1,1,1,2,2,1,2,6,3,3,3,2,0,0,6,11,2,1,1,0,0,2,2,2,4,2,0,5,5,4,2,2,4,6,4,2,8,5,1,2,3,3,4,3,4,4,4,1,3,1,4,3,0,0,4,0,3,4,3,4,1,2,1,3,2,2,4,7,3,2,1,2,3,5,4,4,1,3,3,2,3
"433","Jasmonic acid signaling","R-OSA-6787011","JAZ/MYC binds NINJA","R-OSA-6787088","Q0DNU1, Q0J9H0, Q0JP90, Q10F25, Q10JI3, Q10Q49, Q336P5, Q5N8F6, Q69IU0, Q69NY7, Q69P94, Q6AT41, Q6ES51, Q6YVY6, Q6Z433, Q6ZJU3, Q7XEZ1, Q7XEZ6, Q7XV97, Q84R94, Q8GRS2, Q8GSI0, Q8H395, Q94LG1",24,10,17,3,8,7,8,16,16,2,20,33,16,14,19,17,0,0,23,44,14,3,3,0,0,5,4,8,12,11,0,10,9,8,15,10,17,6,33,7,4,11,5,41,18,13,23,22,14,15,44,39,23,24,21,20,0,3,24,0,21,21,5,21,0,42,50,8,3,0,20,5,5,20,0,4,4,50,28,55,0,4,4,4,33
"434","Jasmonic acid signaling","R-OSA-6787011","JAZ binds MYC like","R-OSA-6787060","Q0DNU1, Q0J9H0, Q0JP90, Q10F25, Q336P5, Q5N8F6, Q69IU0, Q69NY7, Q69P94, Q6ES51, Q6Z433, Q6ZJU3, Q7XEZ1, Q7XEZ6, Q7XV97, Q84R94, Q8GRS2, Q8GSI0, Q8H395, Q94LG1",20,0,15,2,0,0,0,13,13,0,18,0,0,0,15,10,0,0,19,0,0,0,0,0,0,0,3,7,10,0,0,0,0,0,13,9,14,0,0,0,0,8,0,0,15,11,19,19,11,14,0,32,20,0,18,17,0,0,21,0,18,18,0,12,0,39,47,0,0,0,17,0,0,17,0,0,0,44,24,45,7,0,0,0,29
"435","Kievitone biosynthesis","R-OSA-1119569","2'-hydroxygenistein+dimethylallyl-PP->2,3-dehydrokievitone+diphosphate","R-OSA-1119940","O04882",1,2,1,1,2,2,2,1,1,2,1,4,2,2,1,2,1,1,1,2,2,2,2,1,0,1,0,1,1,3,1,3,2,2,3,1,1,3,5,3,1,0,2,3,1,1,1,1,1,0,8,11,1,9,1,1,0,1,1,1,3,3,1,1,1,1,1,2,2,4,1,3,3,1,0,2,1,3,1,4,1,1,1,1,2
"436","Lactucaxanthin biosynthesis","R-OSA-1119492","epsilon-ring hydroxylase","R-OSA-1120470","B8BI40, Q336V3, Q9AV27",1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,2,0,2,5,1,1,1,0,0,1,1,1,1,1,0,2,1,1,1,0,1,1,1,1,1,1,0,4,1,1,1,1,1,1,14,6,1,1,1,1,0,0,1,0,1,1,1,1,1,2,0,1,1,2,1,1,1,1,0,1,1,3,2,2,1,1,1,1,0
"437","Leucine biosynthesis","R-OSA-1119540","Branched-chain amino acid aminotransferase","R-OSA-1121224","A2XBJ1, A2ZA03, A3AD92, A3C731, B8AFD4, B8ASX0, B8AWI0, B9FBX6, Q01H95, Q0E243, Q10L47, Q6AT43, Q6K7U8, Q7XPR5, Q8H7T7, Q94LV4",6,3,3,0,2,2,1,1,1,1,3,4,2,2,1,1,2,0,1,2,0,1,1,1,0,2,1,1,1,0,1,2,2,1,4,1,3,1,0,3,1,2,1,0,3,3,3,3,3,3,0,0,3,0,3,3,0,0,4,1,3,3,1,0,2,0,0,1,2,2,4,2,2,3,2,2,2,9,6,1,3,1,1,1,3
"438","Leucine biosynthesis","R-OSA-1119540","3-isopropylmalate dehydrogenase","R-OSA-1120159","A2WNE7, A2X6Q9, A2XUP0, A3A8M2, Q01JY8, Q0DPW7, Q0JCD0, Q33E21, Q6AT60, Q6ZI55, Q7XK23, Q7Y096, Q9SDG5",4,6,3,1,4,4,4,5,6,3,2,14,7,7,4,3,2,3,7,4,2,3,3,2,0,5,2,2,2,2,2,6,4,3,2,2,3,5,8,4,4,5,2,3,3,3,3,3,3,3,5,3,3,4,3,3,0,0,3,0,2,2,4,4,6,4,3,6,3,4,2,3,3,2,2,3,4,9,6,5,3,2,4,3,4
"439","Leucine biosynthesis","R-OSA-1119540","3-isopropylmalate dehydratase","R-OSA-1120935","A2X7X9, B8AGY8, B8AMU2, B8BBF3, B8BBF4, B9FAY8, B9FZG0, Q10S34, Q6H6I1, Q6URQ0, Q6YZX6, Q6Z702, Q949D1",4,3,3,4,5,5,5,4,4,3,3,13,7,6,5,3,2,2,5,15,4,4,3,2,0,4,3,3,2,4,2,8,7,5,3,3,3,7,8,5,4,4,4,10,3,3,4,3,2,3,10,6,3,4,3,3,0,1,3,0,3,3,3,4,7,3,3,5,3,9,3,3,2,3,1,4,4,9,7,4,2,4,4,4,6
"440","Leucine biosynthesis","R-OSA-1119540","2-isopropylmalate synthase","R-OSA-1120496","B8BLZ1, Q0IUQ0, Q2QXY9, Q2RAP8",2,2,1,1,4,5,4,2,1,1,1,11,6,6,3,2,1,1,2,4,1,1,1,1,0,1,3,1,3,2,1,8,2,4,1,2,2,2,3,1,2,1,2,2,1,2,1,2,1,2,3,1,1,1,2,2,0,0,2,1,2,2,4,1,2,0,1,1,1,4,2,4,3,2,2,1,2,4,3,1,1,2,3,0,3
"441","Leucodelphinidin biosynthesis","R-OSA-1119322","dihydrokaempferol + NADPH + H+ + O2 -> dihydroquercetin + NADP+ + H2O","R-OSA-1120654","A2Z5X0, A2Z5X3, Q7G602, Q8LM92, Q8S845",2,1,3,1,1,1,1,1,1,1,4,2,1,1,7,2,0,0,3,3,4,1,1,0,0,1,5,1,3,1,0,5,1,3,2,1,0,2,2,1,4,1,1,4,2,2,3,2,2,0,1,3,2,3,1,2,0,1,2,0,2,2,2,4,0,5,11,1,1,0,1,1,1,5,0,1,3,11,7,13,2,2,1,2,3
"442","Leucodelphinidin biosynthesis","R-OSA-1119322","eriodictyol+O2+alpha-ketoglutarate->dihydroquercetin+CO2+succinate","R-OSA-1121392","Q7XM21",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"443","Leucodelphinidin biosynthesis","R-OSA-1119322","dihydromyricetin+NADPH->leucodelphinidin+NADP+","R-OSA-1121006","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"444","Leucopelargonidin and leucocyanidin biosynthesis","R-OSA-1119415","dihydroquercetin+NADPH->leucocyanidin+NADP+","R-OSA-1120439","",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"445","Leucopelargonidin and leucocyanidin biosynthesis","R-OSA-1119415","Dihydrokaempferol 4-reductase","R-OSA-1120403","Q0J9U8, Q7X7I5",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"446","Linear furanocoumarin biosynthesis","R-OSA-1119353","umbelliferone+dimethylallyl-PP->demethylsuberosin+diphosphate","R-OSA-1120376","A2X6Z6, A2XDE4, A2Y2Z9, A2YUV6, A2ZIP4, A2ZIP5, A3AR63, A3AR70, A3BSR8, A3CFI8, B7F8T0, B8AWC4, B8B9Q6, B9G0A7, Q0J5Y4, Q10QN3, Q2QWV7, Q6K8R6, Q6Z002, Q6ZAH2, Q7XX31, Q7XX32, Q8H7M8",9,4,6,2,2,2,2,4,4,2,4,8,2,3,4,3,2,2,9,8,5,2,2,1,0,3,3,4,4,2,1,8,3,2,9,3,5,1,4,3,4,5,3,14,5,5,7,5,4,4,17,13,5,10,4,6,0,1,5,2,6,6,4,2,4,4,3,3,4,6,5,2,2,4,2,3,3,17,9,11,5,3,3,3,6
"447","Lipid-A-precursor biosynthesis","R-OSA-1119323","Lipid-A-disaccharide synthase","R-OSA-1120900","B8A9H4, Q5JMX5",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,1,2,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,0,1,0,1,1,0,1,1,1,3,6,1,3,1,1,0,1,1,0,1,1,1,0,2,1,1,1,1,1,0,1,1,1,1,1,1,3,2,3,1,0,0,1,1
"448","Lipid-A-precursor biosynthesis","R-OSA-1119323","Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase","R-OSA-1121426","Q5JMA6",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"449","Lipid-A-precursor biosynthesis","R-OSA-1119323","Tetraacyldisaccharide 4'-kinase","R-OSA-1120985","Q0D980",1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,3,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,2,1,0,1,1,1,0,4,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"450","Lipid-A-precursor biosynthesis","R-OSA-1119323","UDP-3-O-(3-hydroxymyristoyl)glucosamine->UDP-2,3-bis(3-hydroxymyristoyl)glucosamine+a holo-[acp]","R-OSA-1119960","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"451","Lycopene catabolism","R-OSA-9609352","4,8,13-trimethylhexadeca-heptaenedial biosynthesis from lycopene","R-OSA-9609348","Q0ILK1",1,2,2,2,1,1,1,2,0,1,2,5,3,3,0,0,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,2,1,3,2,0,1,2,0,1,4,1,2,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,4,0,0,4,1,3,1,1,0,1,0,1,1,8,4,0,3,1,1,2,1
"452","Lycopene catabolism","R-OSA-9609352","4,9,13-trimethyltetradeca-2,4,6,8,10,12-hexaene-1,14-dial biosynthesis from lycopene","R-OSA-9609363","Q0ILK1",1,2,2,2,1,1,1,2,0,1,2,5,3,3,0,0,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,2,1,3,2,0,1,2,0,1,4,1,2,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,4,0,0,4,1,3,1,1,0,1,0,1,1,8,4,0,3,1,1,2,1
"453","Lycopene catabolism","R-OSA-9609352","4,9-dimethyldodeca-2,4,6,8,10-pentaene-1,12-dial biosynthesis from lycopene","R-OSA-9609345","Q0ILK1",1,2,2,2,1,1,1,2,0,1,2,5,3,3,0,0,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,2,1,3,2,0,1,2,0,1,4,1,2,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,4,0,0,4,1,3,1,1,0,1,0,1,1,8,4,0,3,1,1,2,1
"454","Lysine biosynthesis II","R-OSA-1119283","diaminopimelate decarboxylase","R-OSA-1120622","A6MZI0, B7ED21, B8AH36, B8AH37, B9F5G8, Q6ZG77",1,1,1,1,2,2,2,1,1,1,1,6,2,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,4,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,3,1,1,1,1,1,0,1,2,0,1,1,1,1,3,1,2,2,1,1,1,0,1,1,1,1,1,3,2,3,1,1,1,2,2
"455","Lysine biosynthesis II","R-OSA-1119283","diaminopimelate epimerase","R-OSA-1120389","A2ZLS4, Q2QNF7",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,7,0,0,0,0,4,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"456","Lysine biosynthesis II","R-OSA-1119283","aspartate-semialdehyde dehydrogenase","R-OSA-1121609","A6N1E5, B8AK88, B8AMJ8, B8BHN2, B9F5U0, Q10GQ5, Q6AV34, Q7G2H3, Q8LNT4, Q93Y73",3,2,2,2,2,2,2,2,2,3,2,7,4,3,2,2,2,1,2,4,2,1,2,1,0,3,1,2,2,1,1,4,3,4,2,3,3,4,2,2,2,2,1,2,3,3,2,3,1,4,6,3,3,2,3,3,0,0,3,1,2,2,2,2,3,1,2,4,2,4,2,2,3,2,2,2,3,6,2,5,0,2,2,2,1
"457","Lysine biosynthesis II","R-OSA-1119283","aspartate kinase","R-OSA-1120000","A2YZH8, B8ANP4, B9G0G2, B9G2N4, P93402, Q0DLR8, Q0J6A9, Q10AJ5, Q5JK18, Q69LG7, Q6YS32, Q6YS33, Q6ZD09, Q6ZD10, Q851Z6",5,5,5,2,5,5,5,2,2,2,4,12,6,6,3,3,2,2,5,8,2,3,2,2,0,2,3,2,2,2,2,7,3,4,3,2,5,5,6,3,4,4,1,6,5,5,5,5,5,4,10,6,5,11,5,5,0,2,5,2,4,4,3,3,5,1,1,4,4,4,5,3,2,4,1,3,4,10,7,4,4,3,4,3,6
"458","Lysine biosynthesis II","R-OSA-1119283","dihydrodipicolinate reductase","R-OSA-1120601","A1YR13, A2XUU7, A2YFZ4, A2YQT7, A2YXZ0, A3AV14, A3BEE9, A3BVM0, A6MZB2, A6N023, A6N0K0, A6N160, A6N1G0, A6N1N4, B7E3L9, B7EB68, B7EIW3, B7ESW8, B8AF09, B8AGP3, B8AII9, B8AK10, B8ALW1, B8AMJ8, B8BHN2, Q0J8A4, Q10GQ5, Q10P67, Q10SL6, Q10SL7, Q10SM9, Q655W2, Q67W29, Q6AV34, Q6H703, Q6K5G8, Q6Z3F9, Q7FAH2, Q7G2H3, Q8H6A7, Q8LNT4",12,12,9,7,9,9,9,8,7,9,10,29,15,13,9,10,5,4,12,18,8,4,9,4,0,9,7,8,6,6,4,16,10,11,12,6,9,10,14,10,8,12,7,19,13,11,12,12,11,11,91,22,11,11,11,11,0,7,11,3,9,10,10,10,16,5,6,13,8,12,9,6,10,11,5,5,8,28,19,19,7,7,7,7,11
"459","Lysine biosynthesis II","R-OSA-1119283","dihydrodipicolinate synthase","R-OSA-1121629","Q01HC8, Q0JEK1, Q7XPB5",2,2,2,1,2,2,2,2,3,2,2,8,4,4,2,2,1,0,3,2,1,1,1,0,0,2,0,2,1,1,0,3,2,2,3,1,1,5,1,2,6,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,0,1,2,1,2,2,2,3,2,2,1,2,1,2,2,2,2,2,1,1,3,5,4,4,1,2,2,1,2
"460","Lysine biosynthesis VI","R-OSA-1119419","aspartate kinase plastidic","R-OSA-5606509","A2YZH8, B8ANP4, B9G0G2, B9G2N4, P93402, Q0DLR8, Q0J6A9, Q10AJ5, Q5JK18, Q69LG7, Q6YS32, Q6YS33, Q6ZD09, Q6ZD10, Q851Z6",5,5,5,2,5,5,5,2,2,2,4,12,6,6,3,3,2,2,5,8,2,3,2,2,0,2,3,2,2,2,2,7,3,4,3,2,5,5,6,3,4,4,1,6,5,5,5,5,5,4,10,6,5,11,5,5,0,2,5,2,4,4,3,3,5,1,1,4,4,4,5,3,2,4,1,3,4,10,7,4,4,3,4,3,6
"461","Lysine biosynthesis VI","R-OSA-1119419","diaminopimelate epimerase plastidic","R-OSA-5606486","A2ZLS4, Q2QNF7",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,7,0,0,0,0,4,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"462","Lysine biosynthesis VI","R-OSA-1119419","diaminopimelate decarboxylase plastidic","R-OSA-5606481","A6MZI0, B7ED21, B8AH36, B8AH37, B9F5G8, Q6ZG77",1,1,1,1,2,2,2,1,1,1,1,6,2,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,4,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,3,1,1,1,1,1,0,1,2,0,1,1,1,1,3,1,2,2,1,1,1,0,1,1,1,1,1,3,2,3,1,1,1,2,2
"463","Lysine biosynthesis VI","R-OSA-1119419","dihydrodipicolinate synthase plastidic","R-OSA-5606488","Q01HC8, Q0JEK1, Q7XPB5",2,2,2,1,2,2,2,2,3,2,2,8,4,4,2,2,1,0,3,2,1,1,1,0,0,2,0,2,1,1,0,3,2,2,3,1,1,5,1,2,6,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,0,1,2,1,2,2,2,3,2,2,1,2,1,2,2,2,2,2,1,1,3,5,4,4,1,2,2,1,2
"464","Lysine biosynthesis VI","R-OSA-1119419","diaminopimelate aminotransferase plastidic","R-OSA-5606520","Q10MQ2, Q6VMN7",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"465","Lysine biosynthesis VI","R-OSA-1119419","aspartate-semialdehyde dehydrogenase plastidic","R-OSA-5606504","A6N1E5, B8AK88, B9F5U0, Q93Y73",1,0,1,1,1,1,1,1,1,1,1,4,2,2,1,1,1,0,1,2,1,1,1,0,0,2,0,1,1,0,0,2,2,2,1,2,1,3,1,1,1,1,0,0,1,1,1,1,0,1,4,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,3,0,1,0,1,1,1,0
