"UniProtID","PathwayID","Pathway.name","reaction.ID","Plant.Reactome.webcite","Reaction.name","plant.species"
"Q10G56","R-OSA-1119318","Proline biosynthesis V (from arginine)","R-OSA-1119870","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119870","adenosylmethionine--8-amino-7-oxononanoate aminotransferase","Oryza sativa"
"Q10G56","R-OSA-1119495","Citrulline biosynthesis","R-OSA-1120302","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120302","ornithine aminotransferase","Oryza sativa"
"Q10G56","R-OSA-1119495","Citrulline biosynthesis","R-OSA-5633265","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5633265","ornithine aminotransferase (L-glutamate-5-semialdehyde to L-ornithine)","Oryza sativa"
"Q10G56","R-OSA-1119495","Citrulline biosynthesis","R-OSA-5631977","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5631977","Conversion of ornithine to glutamate g-semialdehyde","Oryza sativa"
"Q10G56","R-OSA-1119495","Citrulline biosynthesis","R-OSA-1119870","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119870","adenosylmethionine--8-amino-7-oxononanoate aminotransferase","Oryza sativa"
"Q10G56","R-OSA-1119610","Biotin biosynthesis II","R-OSA-1120302","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120302","ornithine aminotransferase","Oryza sativa"
"Q10G56","R-OSA-1119610","Biotin biosynthesis II","R-OSA-5633265","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5633265","ornithine aminotransferase (L-glutamate-5-semialdehyde to L-ornithine)","Oryza sativa"
"Q10G56","R-OSA-1119610","Biotin biosynthesis II","R-OSA-5631977","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5631977","Conversion of ornithine to glutamate g-semialdehyde","Oryza sativa"
"Q10G56","R-OSA-1119610","Biotin biosynthesis II","R-OSA-1119870","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119870","adenosylmethionine--8-amino-7-oxononanoate aminotransferase","Oryza sativa"
"Q10GD2","R-OSA-5608118","Auxin signalling","R-OSA-5608208","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5608208","ARF inactivation by AUX/IAA","Oryza sativa"
"Q10GD2","R-OSA-5608118","Auxin signalling","R-OSA-5608177","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5608177","Ubiquitination and degradation of AUX/IAA","Oryza sativa"
"Q10GD2","R-OSA-5608118","Auxin signalling","R-OSA-5608104","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5608104","TIRI-IAA-AUX/IAA interaction (Auxin binds TIR1 and Aux/IAA)","Oryza sativa"
"Q10GJ7","R-OSA-1119394","Pantothenate and coenzyme A biosynthesis III","R-OSA-1120464","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120464","Pantetheine-phosphate adenylyltransferase","Oryza sativa"
"Q10GQ5","R-OSA-1119263","Arginine biosynthesis I","R-OSA-1120601","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120601","dihydrodipicolinate reductase","Oryza sativa"
"Q10GQ5","R-OSA-1119263","Arginine biosynthesis I","R-OSA-1121609","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121609","aspartate-semialdehyde dehydrogenase","Oryza sativa"
"Q10GQ5","R-OSA-1119263","Arginine biosynthesis I","R-OSA-1119784","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119784","N-acetyl-gamma-glutamyl-phosphate reductase","Oryza sativa"
"Q10GQ5","R-OSA-1119273","Lysine biosynthesis I","R-OSA-1120601","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120601","dihydrodipicolinate reductase","Oryza sativa"
"Q10GQ5","R-OSA-1119273","Lysine biosynthesis I","R-OSA-1121609","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121609","aspartate-semialdehyde dehydrogenase","Oryza sativa"
"Q10GQ5","R-OSA-1119273","Lysine biosynthesis I","R-OSA-1119784","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119784","N-acetyl-gamma-glutamyl-phosphate reductase","Oryza sativa"
"Q10GQ5","R-OSA-1119283","Lysine biosynthesis II","R-OSA-1120601","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120601","dihydrodipicolinate reductase","Oryza sativa"
"Q10GQ5","R-OSA-1119283","Lysine biosynthesis II","R-OSA-1121609","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121609","aspartate-semialdehyde dehydrogenase","Oryza sativa"
"Q10GQ5","R-OSA-1119283","Lysine biosynthesis II","R-OSA-1119784","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119784","N-acetyl-gamma-glutamyl-phosphate reductase","Oryza sativa"
"Q10GQ5","R-OSA-1119295","Homoserine biosynthesis","R-OSA-1120601","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120601","dihydrodipicolinate reductase","Oryza sativa"
"Q10GQ5","R-OSA-1119295","Homoserine biosynthesis","R-OSA-1121609","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121609","aspartate-semialdehyde dehydrogenase","Oryza sativa"
"Q10GQ5","R-OSA-1119295","Homoserine biosynthesis","R-OSA-1119784","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119784","N-acetyl-gamma-glutamyl-phosphate reductase","Oryza sativa"
"Q10GQ5","R-OSA-1119539","Ornithine biosynthesis","R-OSA-1120601","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120601","dihydrodipicolinate reductase","Oryza sativa"
"Q10GQ5","R-OSA-1119539","Ornithine biosynthesis","R-OSA-1121609","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121609","aspartate-semialdehyde dehydrogenase","Oryza sativa"
"Q10GQ5","R-OSA-1119539","Ornithine biosynthesis","R-OSA-1119784","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119784","N-acetyl-gamma-glutamyl-phosphate reductase","Oryza sativa"
"Q10GQ5","R-OSA-1119622","Arginine biosynthesis II (acetyl cycle)","R-OSA-1120601","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120601","dihydrodipicolinate reductase","Oryza sativa"
"Q10GQ5","R-OSA-1119622","Arginine biosynthesis II (acetyl cycle)","R-OSA-1121609","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121609","aspartate-semialdehyde dehydrogenase","Oryza sativa"
"Q10GQ5","R-OSA-1119622","Arginine biosynthesis II (acetyl cycle)","R-OSA-1119784","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119784","N-acetyl-gamma-glutamyl-phosphate reductase","Oryza sativa"
"Q10H87","R-OSA-1119393","Asparagine degradation I","R-OSA-1121322","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121322","Asparaginase","Oryza sativa"
"Q10HZ6","R-OSA-1119486","IAA biosynthesis I","R-OSA-1120968","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120968","L-tryptophan+NADPH+O2->indole-3-acetaldoxime+CO2+NADP++H2O","Oryza sativa"
"Q10I42","R-OSA-1119312","Photorespiration","R-OSA-1120522","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120522","Phosphoglycolate phosphatase","Oryza sativa"
"Q10J20","R-OSA-5654828","Strigolactone signaling","R-OSA-5654843","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5654843","D14 [cytoplasm]->Strigolactone D14 complex","Oryza sativa"
"Q10J20","R-OSA-5654828","Strigolactone signaling","R-OSA-5654806","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5654806","Strigolactone D14 complex->D53/Ubiquitination complex","Oryza sativa"
"Q10J32","R-OSA-6788019","Salicylic acid signaling","R-OSA-6788110","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-6788110","CaM/Ca2+ binds CBP60a","Oryza sativa"
"Q10J86","R-OSA-1119407","Ureide biosynthesis","R-OSA-1121055","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121055","Xanthine dehydrogenase","Oryza sativa"
"Q10JA2","R-OSA-1119499","Capsidiol biosynthesis","R-OSA-1119660","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119660","trans-trans farnesyl diphosphate>5-epi-aristolochene+diphosphate","Oryza sativa"
"Q10JI3","R-OSA-6787011","Jasmonic acid signaling","R-OSA-6787058","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-6787058","JAZ/MYC/NINJA/TPL binds HDA19","Oryza sativa"
"Q10JI3","R-OSA-6787011","Jasmonic acid signaling","R-OSA-6787143","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-6787143","JAZ/MYC/NINJA binds TPL","Oryza sativa"
"Q10JI3","R-OSA-6787011","Jasmonic acid signaling","R-OSA-6787088","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-6787088","JAZ/MYC binds NINJA","Oryza sativa"
"Q10KC0","R-OSA-1119430","Chorismate biosynthesis","R-OSA-1120543","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120543","2-dehydro-3-deoxyphosphoheptonate aldolase","Oryza sativa"
"Q10L47","R-OSA-1119460","Isoleucine biosynthesis from threonine","R-OSA-1120563","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120563","branched-chain amino acid aminotransferase","Oryza sativa"
"Q10L47","R-OSA-1119460","Isoleucine biosynthesis from threonine","R-OSA-2885728","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-2885728","branched-chain amino acid aminotransferase - reverse","Oryza sativa"
"Q10L47","R-OSA-1119460","Isoleucine biosynthesis from threonine","R-OSA-1121514","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121514","Branched-chain amino acid aminotransferase","Oryza sativa"
"Q10L47","R-OSA-1119460","Isoleucine biosynthesis from threonine","R-OSA-1121224","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121224","Branched-chain amino acid aminotransferase","Oryza sativa"
"Q10L47","R-OSA-1119496","Pantothenate biosynthesis I","R-OSA-1120563","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120563","branched-chain amino acid aminotransferase","Oryza sativa"
"Q10L47","R-OSA-1119496","Pantothenate biosynthesis I","R-OSA-2885728","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-2885728","branched-chain amino acid aminotransferase - reverse","Oryza sativa"
"Q10L47","R-OSA-1119496","Pantothenate biosynthesis I","R-OSA-1121514","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121514","Branched-chain amino acid aminotransferase","Oryza sativa"
"Q10L47","R-OSA-1119496","Pantothenate biosynthesis I","R-OSA-1121224","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121224","Branched-chain amino acid aminotransferase","Oryza sativa"
"Q10L47","R-OSA-1119540","Leucine biosynthesis","R-OSA-1120563","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120563","branched-chain amino acid aminotransferase","Oryza sativa"
"Q10L47","R-OSA-1119540","Leucine biosynthesis","R-OSA-2885728","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-2885728","branched-chain amino acid aminotransferase - reverse","Oryza sativa"
"Q10L47","R-OSA-1119540","Leucine biosynthesis","R-OSA-1121514","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121514","Branched-chain amino acid aminotransferase","Oryza sativa"
"Q10L47","R-OSA-1119540","Leucine biosynthesis","R-OSA-1121224","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121224","Branched-chain amino acid aminotransferase","Oryza sativa"
"Q10L47","R-OSA-1119544","Pantothenate biosynthesis II","R-OSA-1120563","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120563","branched-chain amino acid aminotransferase","Oryza sativa"
"Q10L47","R-OSA-1119544","Pantothenate biosynthesis II","R-OSA-2885728","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-2885728","branched-chain amino acid aminotransferase - reverse","Oryza sativa"
"Q10L47","R-OSA-1119544","Pantothenate biosynthesis II","R-OSA-1121514","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121514","Branched-chain amino acid aminotransferase","Oryza sativa"
"Q10L47","R-OSA-1119544","Pantothenate biosynthesis II","R-OSA-1121224","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121224","Branched-chain amino acid aminotransferase","Oryza sativa"
"Q10L47","R-OSA-1119600","Valine biosynthesis","R-OSA-1120563","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120563","branched-chain amino acid aminotransferase","Oryza sativa"
"Q10L47","R-OSA-1119600","Valine biosynthesis","R-OSA-2885728","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-2885728","branched-chain amino acid aminotransferase - reverse","Oryza sativa"
"Q10L47","R-OSA-1119600","Valine biosynthesis","R-OSA-1121514","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121514","Branched-chain amino acid aminotransferase","Oryza sativa"
"Q10L47","R-OSA-1119600","Valine biosynthesis","R-OSA-1121224","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121224","Branched-chain amino acid aminotransferase","Oryza sativa"
"Q10L50","R-OSA-1119413","Trans-zeatin biosynthesis","R-OSA-1120475","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120475","dimethylallyl-PP+ATP->isopentenyladenosine-5'-triphosphate+diphosphate","Oryza sativa"
"Q10L50","R-OSA-1119413","Trans-zeatin biosynthesis","R-OSA-1121584","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121584","dimethylallyl-PP+ADP->isopentenyladenosine-5'-diphosphate+diphosphate","Oryza sativa"
"Q10L50","R-OSA-1119413","Trans-zeatin biosynthesis","R-OSA-1119964","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119964","dimethylallyl-PP+AMP->isopentenyladenosine-5'-monophosphate+diphosphate","Oryza sativa"
"Q10L51","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1120506","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120506","dihydrozeatin-9-N-glucoside+UDP-D-glucose->dihydrozeatin-9-N-glucoside-O-glucoside+UDP","Oryza sativa"
"Q10L51","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1119657","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119657","trans-zeatin+UDP-D-glucose->trans-zeatin-O-glucoside+UDP","Oryza sativa"
"Q10L51","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1120018","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120018","dihydrozeatin+UDP-D-glucose->dihydrozeatin-O-glucoside+UDP","Oryza sativa"
"Q10L51","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1120104","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120104","cis-zeatin+UDP-D-glucose->cis-zeatin-O-glucoside+UDP","Oryza sativa"
"Q10L56","R-OSA-1119437","Glutathione redox reactions I","R-OSA-1121374","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121374","glutathione peroxidase","Oryza sativa"
"Q10L88","R-OSA-1119312","Photorespiration","R-OSA-1120522","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120522","Phosphoglycolate phosphatase","Oryza sativa"
"Q10LG5","R-OSA-1119403","Removal of superoxide radicals","R-OSA-1120097","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120097","Superoxide dismutase cytosol","Oryza sativa"
"Q10LG5","R-OSA-9611432","Recognition of fungal and bacterial pathogens and immunity response","R-OSA-1120097","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120097","Superoxide dismutase cytosol","Oryza sativa"
"Q10LP3","R-OSA-1119452","Galactose degradation II","R-OSA-1120067","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120067","Sucrose synthase","Oryza sativa"
"Q10LP3","R-OSA-1119465","Sucrose biosynthesis","R-OSA-1120067","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120067","Sucrose synthase","Oryza sativa"
"Q10LP4","R-OSA-1119452","Galactose degradation II","R-OSA-1120067","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120067","Sucrose synthase","Oryza sativa"
"Q10LP4","R-OSA-1119465","Sucrose biosynthesis","R-OSA-1120067","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120067","Sucrose synthase","Oryza sativa"
"Q10LP5","R-OSA-1119452","Galactose degradation II","R-OSA-1120067","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120067","Sucrose synthase","Oryza sativa"
"Q10LP5","R-OSA-1119465","Sucrose biosynthesis","R-OSA-1120067","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120067","Sucrose synthase","Oryza sativa"
"Q10LR4","R-OSA-1119610","Biotin biosynthesis II","R-OSA-1119870","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119870","adenosylmethionine--8-amino-7-oxononanoate aminotransferase","Oryza sativa"
"Q10LR5","R-OSA-1119533","TCA cycle (plant)","R-OSA-1121548","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121548","fumarate + H2O <=> malate","Oryza sativa"
"Q10LV8","R-OSA-1112965","Recycling of eIF2:GDP","R-OSA-1113169","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113169","Ribosomal scanning ","Oryza sativa"
"Q10LV8","R-OSA-1112965","Recycling of eIF2:GDP","R-OSA-1113171","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113171","De novo formation of eIF2:GTP","Oryza sativa"
"Q10LV8","R-OSA-1112965","Recycling of eIF2:GDP","R-OSA-1113148","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113148","Formation of eIF2:GDP:eIF2B intermediate","Oryza sativa"
"Q10LV8","R-OSA-1112965","Recycling of eIF2:GDP","R-OSA-1113212","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113212","Formation of the 43S pre-initiation complex","Oryza sativa"
"Q10LV8","R-OSA-1112965","Recycling of eIF2:GDP","R-OSA-1113125","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113125","Start codon recognition","Oryza sativa"
"Q10LV8","R-OSA-1112965","Recycling of eIF2:GDP","R-OSA-1113161","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113161","eIF2 activation","Oryza sativa"
"Q10LV8","R-OSA-1112965","Recycling of eIF2:GDP","R-OSA-1113126","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113126","Met-tRNAi binds to eIF2:GTP to form the ternary complex","Oryza sativa"
"Q10LV9","R-OSA-1112965","Recycling of eIF2:GDP","R-OSA-1113171","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113171","De novo formation of eIF2:GTP","Oryza sativa"
"Q10LV9","R-OSA-1112965","Recycling of eIF2:GDP","R-OSA-1113161","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113161","eIF2 activation","Oryza sativa"
"Q10LV9","R-OSA-1112965","Recycling of eIF2:GDP","R-OSA-1113169","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113169","Ribosomal scanning ","Oryza sativa"
"Q10LV9","R-OSA-1112965","Recycling of eIF2:GDP","R-OSA-1113125","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113125","Start codon recognition","Oryza sativa"
"Q10LV9","R-OSA-1112965","Recycling of eIF2:GDP","R-OSA-1113126","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113126","Met-tRNAi binds to eIF2:GTP to form the ternary complex","Oryza sativa"
"Q10LV9","R-OSA-1112965","Recycling of eIF2:GDP","R-OSA-1113148","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113148","Formation of eIF2:GDP:eIF2B intermediate","Oryza sativa"
"Q10LV9","R-OSA-1112965","Recycling of eIF2:GDP","R-OSA-1113212","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113212","Formation of the 43S pre-initiation complex","Oryza sativa"
"Q10LY9","R-OSA-1119570","Cytosolic glycolysis","R-OSA-1120820","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120820","3-phospho-D-glycerate <=> 2-phospho-D-glycerate [cytosol]","Oryza sativa"
"Q10M07","R-OSA-1119460","Isoleucine biosynthesis from threonine","R-OSA-1120036","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120036","acetolactate synthase","Oryza sativa"
"Q10M07","R-OSA-1119460","Isoleucine biosynthesis from threonine","R-OSA-1119750","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119750","acetolactate synthase","Oryza sativa"
"Q10M07","R-OSA-1119600","Valine biosynthesis","R-OSA-1120036","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120036","acetolactate synthase","Oryza sativa"
"Q10M07","R-OSA-1119600","Valine biosynthesis","R-OSA-1119750","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119750","acetolactate synthase","Oryza sativa"
"Q10M55","R-OSA-3899351","Abscisic acid (ABA) mediated signaling","R-OSA-4415036","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-4415036","Translocation of cytosolic phospho-bZIP transcription factors to nucleus","Oryza sativa"
"Q10M55","R-OSA-3899351","Abscisic acid (ABA) mediated signaling","R-OSA-3899390","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-3899390","bZIP(ABFs/AREBs) + ATP => phospho-bZIP transcription factors (ABRE binding) + ATP","Oryza sativa"
"Q10M76","R-OSA-6787011","Jasmonic acid signaling","R-OSA-6787178","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-6787178","Ubiquitination and proteosomal degradation of JAV1","Oryza sativa"
"Q10M76","R-OSA-6787011","Jasmonic acid signaling","R-OSA-6787070","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-6787070","Nuclear uptake of JAV1","Oryza sativa"
"Q10M76","R-OSA-6787011","Jasmonic acid signaling","R-OSA-6787057","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-6787057","JAV1 binds WRKY","Oryza sativa"
"Q10MB0","R-OSA-1119417","Stachyose biosynthesis","R-OSA-1119906","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119906","Inositol 1-alpha-galactosyltransferase","Oryza sativa"
"Q10ME7","R-OSA-1119312","Photorespiration","R-OSA-1120522","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120522","Phosphoglycolate phosphatase","Oryza sativa"
"Q10ME8","R-OSA-1119312","Photorespiration","R-OSA-1120522","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120522","Phosphoglycolate phosphatase","Oryza sativa"
"Q10MG9","R-OSA-8933811","Circadian rhythm","R-OSA-8933727","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-8933727","conversion of inactive PHYB into active PHYB","Oryza sativa"
"Q10MG9","R-OSA-8933811","Circadian rhythm","R-OSA-8933726","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-8933726","Formation of PIF3:PhyB complex under red light","Oryza sativa"
"Q10MG9","R-OSA-8933811","Circadian rhythm","R-OSA-8933749","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-8933749","translocation of PHYB from cytosol to nucleoplasm","Oryza sativa"
"Q10MG9","R-OSA-8933811","Circadian rhythm","R-OSA-8934070","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-8934070","Expression of PhyB under long day photoperiod","Oryza sativa"
"Q10MG9","R-OSA-8933811","Circadian rhythm","R-OSA-8933809","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-8933809","conversion of active PHYB into inactive PHYB","Oryza sativa"
"Q10MG9","R-OSA-8934036","Long day regulated expression of florigens","R-OSA-8933727","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-8933727","conversion of inactive PHYB into active PHYB","Oryza sativa"
"Q10MG9","R-OSA-8934036","Long day regulated expression of florigens","R-OSA-8933726","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-8933726","Formation of PIF3:PhyB complex under red light","Oryza sativa"
"Q10MG9","R-OSA-8934036","Long day regulated expression of florigens","R-OSA-8933749","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-8933749","translocation of PHYB from cytosol to nucleoplasm","Oryza sativa"
"Q10MG9","R-OSA-8934036","Long day regulated expression of florigens","R-OSA-8934070","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-8934070","Expression of PhyB under long day photoperiod","Oryza sativa"
"Q10MG9","R-OSA-8934036","Long day regulated expression of florigens","R-OSA-8933809","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-8933809","conversion of active PHYB into inactive PHYB","Oryza sativa"
"Q10MI8","R-OSA-9025754","Mugineic acid biosynthesis","R-OSA-9025760","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-9025760","Synthesis of nicotianamine","Oryza sativa"
"Q10MI9","R-OSA-9025754","Mugineic acid biosynthesis","R-OSA-9025760","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-9025760","Synthesis of nicotianamine","Oryza sativa"
"Q10MK2","R-OSA-5655101","Xyloglucan biosynthesis","R-OSA-5655047","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5655047","UDP-xyl + GXGG xyloglucan -> XXXG xyloglucan + UDP","Oryza sativa"
"Q10MK2","R-OSA-5655101","Xyloglucan biosynthesis","R-OSA-5655048","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5655048","(1->4)-beta-D-glucan + UDP-xyl -> GXGG xyloglucan + UDP","Oryza sativa"
"Q10MK5","R-OSA-1119263","Arginine biosynthesis I","R-OSA-1121070","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121070","Argininosuccinate lyase","Oryza sativa"
"Q10MK5","R-OSA-1119263","Arginine biosynthesis I","R-OSA-1119963","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119963","canavaninosuccinate->canavanine+fumarate","Oryza sativa"
"Q10MK5","R-OSA-1119444","Canavanine biosynthesis","R-OSA-1121070","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121070","Argininosuccinate lyase","Oryza sativa"
"Q10MK5","R-OSA-1119444","Canavanine biosynthesis","R-OSA-1119963","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119963","canavaninosuccinate->canavanine+fumarate","Oryza sativa"
"Q10MK5","R-OSA-1119622","Arginine biosynthesis II (acetyl cycle)","R-OSA-1121070","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121070","Argininosuccinate lyase","Oryza sativa"
"Q10MK5","R-OSA-1119622","Arginine biosynthesis II (acetyl cycle)","R-OSA-1119963","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119963","canavaninosuccinate->canavanine+fumarate","Oryza sativa"
"Q10MK5","R-OSA-5633340","Citrulline-nitric oxide cycle","R-OSA-1121070","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121070","Argininosuccinate lyase","Oryza sativa"
"Q10MK5","R-OSA-5633340","Citrulline-nitric oxide cycle","R-OSA-1119963","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119963","canavaninosuccinate->canavanine+fumarate","Oryza sativa"
"Q10MQ2","R-OSA-1119419","Lysine biosynthesis VI","R-OSA-5606520","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5606520","diaminopimelate aminotransferase plastidic","Oryza sativa"
"Q10MS2","R-OSA-3899351","Abscisic acid (ABA) mediated signaling","R-OSA-3899364","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-3899364","ABAR:ABA + PP2C => ABAR:ABA:PP2C","Oryza sativa"
